User ID,Rental ID,Start Coordinates Lat,Start Coordinates Lng,End Coordinates Lat,End Coordinates Lng,Minute of Rental Start Time,Minute of Rental End Time,Membership Name
f3bd4707eece,145119f2af2d,44.0576002,-121.3139275,44.0575605,-121.3139453,2017-12-28T15:24,2017-12-28T15:46,Annual Membership
982af130089c,a9b5fb2730d9,44.05888358,-121.3163073,44.05892527,-121.3163206,2018-03-28T15:22,2018-03-28T17:09,Hourly Membership
ee2787f9b0d5,d2e614339e5d,44.05754748,-121.3139193,44.04900486,-121.325677,2017-07-19T18:56,2017-07-19T19:13,Hourly Membership
286056ab1f04,043f497e95e7,44.04290023,-121.3336187,44.04290023,-121.3336187,2017-07-13T19:53,2017-07-13T19:54,Student Annual Membership
286056ab1f04,d6f533085a19,44.04896513,-121.3256395,44.04308526,-121.333708,2017-09-22T10:48,2017-09-22T10:55,Student Annual Membership
286056ab1f04,f4ab90f0e8e4,44.04887318,-121.3256063,44.04273415,-121.3338209,2017-06-26T10:28,2017-06-26T10:35,Student Annual Membership
286056ab1f04,ad19857c7124,44.04905603,-121.3256894,44.04315844,-121.3337885,2017-07-11T10:47,2017-07-11T10:55,Student Annual Membership
286056ab1f04,52db40f75120,44.04897795,-121.3257004,44.04287006,-121.3338214,2017-06-19T10:25,2017-06-19T10:34,Student Annual Membership
286056ab1f04,5260237fea9f,44.04300601,-121.3336986,44.04897301,-121.3256251,2017-07-05T19:30,2017-07-05T19:36,Student Annual Membership
286056ab1f04,92395a0835a6,44.04870675,-121.3258781,44.04897108,-121.3256041,2017-07-12T10:30,2017-07-12T10:31,Student Annual Membership
286056ab1f04,5780345e54c7,44.04899434,-121.3256659,44.04295002,-121.3337453,2017-06-27T10:42,2017-06-27T10:49,Student Annual Membership
286056ab1f04,412dae5c0e43,44.0429281,-121.3337755,44.04289294,-121.3336538,2017-07-18T20:03,2017-07-18T20:04,Student Annual Membership
286056ab1f04,8a5cb05327cf,44.0427775,-121.3326413,44.0429351,-121.3336578,2017-07-12T19:52,2017-07-12T19:52,Student Annual Membership
286056ab1f04,e3d553ab0ff7,44.04881279,-121.325638,44.04307512,-121.3336536,2017-06-15T10:26,2017-06-15T19:53,Student Annual Membership
286056ab1f04,367d08b5cf5a,44.0428605,-121.3330692,44.04296142,-121.3335552,2017-07-11T19:47,2017-07-11T19:48,Student Annual Membership
286056ab1f04,2e0a1fcf4f2a,44.04284324,-121.3331317,44.04889807,-121.3256391,2017-06-26T19:52,2017-06-26T19:57,Student Annual Membership
286056ab1f04,a1c4524411fe,44.04294394,-121.3335646,44.04293296,-121.3335576,2017-07-25T19:44,2017-07-25T19:45,Student Annual Membership
286056ab1f04,111f635faf75,44.04897204,-121.3256228,44.04898696,-121.3255727,2017-07-19T10:26,2017-07-19T10:27,Student Annual Membership
286056ab1f04,7ceb0a956306,44.04307316,-121.3336499,44.04887686,-121.3256707,2017-06-15T19:53,2017-06-15T19:58,Student Annual Membership
286056ab1f04,b52c22d16d07,44.04882247,-121.3261366,44.04293707,-121.3335857,2017-10-30T10:22,2017-10-30T10:30,Student Annual Membership
286056ab1f04,79317780b4df,44.04896362,-121.3255945,44.04301544,-121.3337202,2017-09-19T10:30,2017-09-19T10:37,Student Annual Membership
286056ab1f04,36dfdc117d42,44.04879925,-121.3257648,44.04293502,-121.3336754,2017-06-29T10:33,2017-06-29T10:41,Student Annual Membership
286056ab1f04,cea61775113e,44.04294491,-121.3336971,44.04294491,-121.3336971,2017-07-25T15:03,2017-07-25T15:03,Student Annual Membership
286056ab1f04,34c236e8f797,44.04303116,-121.3336687,44.04302102,-121.3336924,2017-10-10T12:40,2017-10-10T13:13,Student Annual Membership
286056ab1f04,f12c159206af,44.04265498,-121.3337785,44.04271721,-121.3337848,2017-07-17T10:37,2017-07-17T10:37,Student Annual Membership
286056ab1f04,6ad7f69748c7,44.04295228,-121.3336101,44.04293975,-121.3335987,2017-07-27T19:48,2017-07-27T19:48,Student Annual Membership
286056ab1f04,466a3bb783a0,44.04897506,-121.3256389,44.04897506,-121.3256389,2017-07-27T10:22,2017-07-27T10:23,Student Annual Membership
286056ab1f04,512ce17fab28,44.04301494,-121.3337754,44.04825993,-121.3259082,2017-07-06T18:47,2017-07-06T18:52,Student Annual Membership
286056ab1f04,7b8b395d5b8f,44.04893491,-121.3255977,44.04893491,-121.3255977,2017-07-24T10:22,2017-07-24T10:23,Student Annual Membership
286056ab1f04,cb5acb6c10cd,44.04294927,-121.3335686,44.04892355,-121.3256178,2017-09-18T19:44,2017-09-18T19:49,Student Annual Membership
286056ab1f04,206cf6db8a12,44.04299294,-121.3332934,44.04293058,-121.3336195,2017-06-21T15:36,2017-06-21T15:58,Student Annual Membership
286056ab1f04,e02dbef95215,44.04296532,-121.3337231,44.0490044,-121.3256255,2017-09-22T19:51,2017-09-22T19:56,Student Annual Membership
286056ab1f04,e8830aa1a689,44.04298879,-121.3336767,44.04894283,-121.3255341,2017-10-09T19:09,2017-10-09T19:14,Student Annual Membership
286056ab1f04,d93ab0dbba61,44.04900092,-121.3256083,44.04296796,-121.3336655,2017-10-09T10:30,2017-10-09T10:38,Student Annual Membership
286056ab1f04,78587525e650,44.04304822,-121.3337473,44.04891551,-121.3255752,2017-10-11T19:47,2017-10-11T20:08,Student Annual Membership
286056ab1f04,ee01c9793608,44.04300237,-121.3337217,44.04278184,-121.333642,2018-01-18T14:43,2018-01-18T16:13,Student Annual Membership
286056ab1f04,1fc4cf70eac3,44.04301611,-121.3338512,44.04318794,-121.3336974,2017-10-19T18:13,2017-10-19T18:29,Student Annual Membership
286056ab1f04,eb2b137d7788,44.04924093,-121.3256773,44.04312164,-121.3339853,2017-06-30T10:28,2017-06-30T10:36,Student Annual Membership
286056ab1f04,eb231353bc0e,44.04879988,-121.325813,44.04299566,-121.3336886,2017-10-19T10:38,2017-10-19T10:46,Student Annual Membership
286056ab1f04,ef7f9279cb21,44.0432218,-121.3338041,44.0545331,-121.2815749,2017-06-14T19:35,2017-06-14T20:40,Student Annual Membership
286056ab1f04,c40a3027b987,44.04277722,-121.33356,44.04896626,-121.3256326,2017-06-19T19:26,2017-06-19T19:32,Student Annual Membership
286056ab1f04,b24317faa953,44.04311359,-121.3337518,44.04887213,-121.3255828,2017-06-20T19:39,2017-06-20T19:46,Student Annual Membership
286056ab1f04,4ae22eb2df5b,44.04893198,-121.3255992,44.04894262,-121.3255874,2017-07-31T10:21,2017-07-31T10:22,Student Annual Membership
286056ab1f04,2e746e227096,44.04299616,-121.3336648,44.0490101,-121.3256177,2017-09-21T20:08,2017-09-21T20:13,Student Annual Membership
286056ab1f04,d0a29e9097ca,44.0428442,-121.3335003,44.04895197,-121.3255579,2017-10-13T19:28,2017-10-13T19:32,Student Annual Membership
286056ab1f04,d407acbd29c4,44.04301988,-121.3336827,44.04886903,-121.3255487,2017-07-03T18:53,2017-07-03T18:59,Student Annual Membership
286056ab1f04,e4a24ececa7d,44.04887322,-121.3256824,44.04890046,-121.3256254,2017-07-18T20:09,2017-07-18T20:10,Student Annual Membership
286056ab1f04,ae8faa7c4a09,44.04296708,-121.3336411,44.04912472,-121.3256161,2017-11-14T19:52,2017-11-14T19:58,Student Annual Membership
286056ab1f04,cc9ce37bae2b,44.04890859,-121.3256968,44.04298229,-121.3336479,2017-10-13T10:33,2017-10-13T10:41,Student Annual Membership
286056ab1f04,4c8b04d8ab3b,44.04269211,-121.3333107,44.04285937,-121.3336534,2017-07-25T16:34,2017-07-25T16:35,Student Annual Membership
286056ab1f04,2462f9716cd3,44.04903872,-121.3256353,44.04902753,-121.3256164,2017-10-09T10:29,2017-10-09T10:30,Student Annual Membership
286056ab1f04,c8a247818109,44.04897091,-121.3256244,44.04897091,-121.3256244,2017-07-26T10:36,2017-07-26T10:36,Student Annual Membership
286056ab1f04,073e8edab1cf,44.04302114,-121.3337241,44.04889616,-121.3256263,2017-10-30T19:36,2017-10-30T19:42,Student Annual Membership
286056ab1f04,72c4da0c2739,44.04300823,-121.3336287,44.04300584,-121.3336167,2017-07-31T19:48,2017-07-31T19:48,Student Annual Membership
286056ab1f04,be5610ce0c9a,44.05661919,-121.3291586,44.05657652,-121.3292365,2017-07-25T16:23,2017-07-25T16:24,Student Annual Membership
286056ab1f04,78a78c3b0339,44.04899727,-121.3256441,44.04309406,-121.3337561,2017-10-05T11:08,2017-10-05T11:18,Student Annual Membership
286056ab1f04,d7c5f9e52755,44.0490461,-121.3257948,44.04300395,-121.333695,2017-07-03T10:29,2017-07-03T18:53,Student Annual Membership
286056ab1f04,89bbf3be10d2,44.04319142,-121.3339323,44.0488495,-121.3256713,2017-06-29T19:31,2017-06-29T19:38,Student Annual Membership
286056ab1f04,a347b1abefca,44.042954,-121.3336847,44.04895549,-121.3254925,2017-10-10T19:38,2017-10-10T19:43,Student Annual Membership
286056ab1f04,d15f05350e52,44.04815891,-121.3259328,44.04314532,-121.3337494,2017-06-13T10:19,2017-06-13T10:29,Student Annual Membership
286056ab1f04,48c32216af3a,44.04897389,-121.3256216,44.04897389,-121.3256216,2017-07-05T19:36,2017-07-05T19:36,Student Annual Membership
286056ab1f04,16d3a10f12fd,44.04311707,-121.3339193,44.04301448,-121.3336924,2017-07-12T10:36,2017-07-12T10:37,Student Annual Membership
286056ab1f04,1f79626fea8f,44.04285065,-121.3334187,44.05196358,-121.3185614,2017-06-27T19:14,2017-06-27T19:36,Student Annual Membership
286056ab1f04,a0b2b51124b0,44.04278729,-121.3333589,44.04896911,-121.3256218,2017-10-19T19:56,2017-10-19T20:02,Student Annual Membership
286056ab1f04,423ade45948f,44.04897204,-121.3254395,44.04896622,-121.3255063,2017-07-13T19:59,2017-07-13T19:59,Student Annual Membership
286056ab1f04,83537d7794e5,44.04875181,-121.3257946,44.04894702,-121.3255775,2017-07-17T10:29,2017-07-17T10:30,Student Annual Membership
286056ab1f04,ca37afa745e5,44.04894317,-121.3256351,44.04284902,-121.3335603,2017-06-21T10:28,2017-06-21T10:35,Student Annual Membership
286056ab1f04,971607a71566,44.04881698,-121.3258335,44.04899212,-121.3256594,2017-07-13T10:27,2017-07-13T10:28,Student Annual Membership
286056ab1f04,efa3bb16fce4,44.04899258,-121.3256465,44.04300371,-121.3336174,2017-09-21T10:54,2017-09-21T11:02,Student Annual Membership
286056ab1f04,3a610d1e0c8c,44.04291486,-121.3335957,44.04292278,-121.3335996,2017-07-26T19:37,2017-07-26T19:38,Student Annual Membership
286056ab1f04,82dc73c37cdb,44.04308505,-121.3336753,44.04887284,-121.3255519,2017-06-21T19:26,2017-06-21T19:32,Student Annual Membership
286056ab1f04,65ab6f1a4149,44.04311171,-121.3337725,44.04895469,-121.3254535,2017-06-28T19:40,2017-06-28T19:45,Student Annual Membership
286056ab1f04,526c7c9b1f16,44.04424758,-121.3240358,44.04424758,-121.3240358,2017-06-21T12:46,2017-06-21T12:48,Student Annual Membership
286056ab1f04,547bbe910094,44.04300584,-121.3336167,44.04299641,-121.3336054,2017-07-31T19:48,2017-07-31T19:49,Student Annual Membership
286056ab1f04,5f011d14eac9,44.04897024,-121.3255848,44.04293581,-121.3336619,2017-06-14T10:23,2017-06-14T10:32,Student Annual Membership
286056ab1f04,e758588909cd,44.04899928,-121.3256311,44.04305148,-121.3336537,2017-10-11T10:35,2017-10-11T10:43,Student Annual Membership
286056ab1f04,9c678a28f33d,44.04884514,-121.3257056,44.04304008,-121.3339176,2017-06-20T10:26,2017-06-20T10:34,Student Annual Membership
286056ab1f04,fdaee8e0d838,44.04941268,-121.3255583,44.04306449,-121.3336543,2017-07-06T10:35,2017-07-06T18:47,Student Annual Membership
286056ab1f04,3755c60c081d,44.04897875,-121.3256213,44.04896286,-121.3256046,2017-07-27T19:53,2017-07-27T19:53,Student Annual Membership
286056ab1f04,128fd19ce7d3,44.04891965,-121.3256113,44.04894367,-121.325607,2017-07-25T10:36,2017-07-25T10:36,Student Annual Membership
286056ab1f04,18ea5d33fa37,44.04294009,-121.3336653,44.0489225,-121.3256322,2017-10-05T20:01,2017-10-05T20:06,Student Annual Membership
286056ab1f04,aa5a1e5353b2,44.04296482,-121.3336366,44.04897066,-121.325598,2017-09-19T20:28,2017-09-19T20:33,Student Annual Membership
286056ab1f04,2d42a6379f7b,44.0428335,-121.3330613,44.04881949,-121.3256778,2017-06-30T18:50,2017-06-30T18:55,Student Annual Membership
286056ab1f04,caf9d02a8597,44.04897011,-121.3256212,44.04297873,-121.3336951,2017-09-18T10:16,2017-09-18T10:25,Student Annual Membership
286056ab1f04,f52de9435b23,44.04898826,-121.3255839,44.04304836,-121.3339163,2017-11-14T10:23,2017-11-14T10:31,Student Annual Membership
286056ab1f04,10d3eb3d72ca,44.04895519,-121.3256169,44.04896789,-121.3255638,2017-11-14T19:58,2017-11-14T20:12,Student Annual Membership
286056ab1f04,959d529b86c4,44.04908868,-121.3256057,44.04309222,-121.333719,2017-06-28T10:24,2017-06-28T10:32,Student Annual Membership
286056ab1f04,32cb30b82ec4,44.04298384,-121.333715,44.04908356,-121.3256248,2017-06-13T19:38,2017-06-13T19:43,Student Annual Membership
286056ab1f04,699c866aeddf,44.04284483,-121.3336769,44.0471973,-121.3252685,2017-06-26T11:38,2017-06-26T11:50,Student Annual Membership
286056ab1f04,c3af089ff354,44.04897644,-121.3256679,44.04296301,-121.3337795,2017-10-10T10:34,2017-10-10T10:42,Student Annual Membership
286056ab1f04,2f8c58bc95c3,44.0428276,-121.3336535,44.04284881,-121.3336603,2017-07-24T19:42,2017-07-24T19:43,Student Annual Membership
286056ab1f04,67059d4842a6,44.04294202,-121.3335318,44.0429429,-121.3335182,2017-07-19T19:36,2017-07-19T19:36,Student Annual Membership
286056ab1f04,938e9129ce35,44.04881446,-121.3254945,44.04306971,-121.3337386,2017-07-05T10:25,2017-07-05T10:33,Student Annual Membership
6a522d0e767b,,,,,,,,Hourly Membership
e93c2174d038,b716078931e6,44.0437669,-121.3158212,44.0575843,-121.3139357,2017-10-08T16:57,2017-10-08T20:22,Hourly Membership
6a6c136dc09e,,,,,,,,Student Annual Membership
fc53ef5c759c,faaa8ff67d43,44.04359656,-121.315631,44.04375596,-121.3301189,2017-08-01T00:17,2017-08-01T02:29,Student Annual Membership
fc53ef5c759c,c9185b44312c,44.04296423,-121.3335985,44.04294889,-121.3332837,2017-08-02T23:02,2017-08-03T01:42,Student Annual Membership
f1df9dfb7c70,b00b7a21ac6e,44.04896684,-121.3256169,44.04897925,-121.3256318,2017-07-25T17:41,2017-07-25T19:03,Hourly Membership
eb4f13bdd696,3455fae5a2c5,44.05758935,-121.313864,44.04433345,-121.3237037,2017-07-23T17:06,2017-07-23T17:36,Hourly Membership
eb4f13bdd696,e462b095c0e9,44.04433345,-121.3237037,44.04433345,-121.3237037,2017-07-23T17:37,2017-07-23T17:37,Hourly Membership
1d4b8bb7a28c,db8e166ee1c1,44.04376028,-121.3158562,44.04381053,-121.3157441,2017-07-27T21:39,2017-07-27T22:18,Hourly Membership
ec9729b5974c,df352fb6812d,44.0489702,-121.3256242,44.0489698,-121.3256258,2017-12-29T17:54,2017-12-29T18:04,Hourly Membership
61d162bad59d,0c8f9ebadcf1,,,,,2017-04-18T10:51,2017-04-18T11:00,Student Annual Membership
61d162bad59d,b47fd227782b,,,,,2017-04-20T10:51,2017-04-20T10:58,Student Annual Membership
61d162bad59d,ddc50b824931,44.0576636,-121.313833,44.0429372,-121.3337146,2017-09-27T15:44,2017-09-27T16:02,Student Annual Membership
61d162bad59d,503aee3fb8c2,,,,,2016-09-20T17:10,2016-09-20T17:15,Student Annual Membership
61d162bad59d,9cbfe55422d3,44.0489953,-121.3255844,44.0489925,-121.325591,2017-10-06T16:25,2017-10-06T16:26,Student Annual Membership
61d162bad59d,70ad0e77cd50,,,,,2017-04-20T18:44,2017-04-26T11:31,Student Annual Membership
61d162bad59d,3de7523a2d2c,44.0489622,-121.3256132,44.0507009,-121.3084781,2017-10-06T16:27,2017-10-06T16:40,Student Annual Membership
462673b7d1f1,3f44e377f2fd,44.04372577,-121.315752,44.0430017,-121.3335934,2017-08-01T00:06,2017-08-01T01:04,Student Annual Membership
77af7dc49391,5e7ea8c454cc,44.04434951,-121.3236658,44.04387739,-121.3254697,2017-07-28T13:44,2017-07-28T13:59,Hourly Membership
77af7dc49391,50984bd4f9a5,44.04299985,-121.3336134,44.04434682,-121.3237071,2017-07-28T12:52,2017-07-28T13:40,Hourly Membership
d2070712a209,73aa4ae047a5,44.04306988,-121.3335993,44.04284525,-121.3337002,2016-11-11T12:46,2016-11-11T14:29,Student Annual Membership
158d4a417e58,,,,,,,,Student Annual Membership
058fa723a72c,e92ac009f3a3,44.04331794,-121.3338484,44.04336793,-121.3337286,2016-09-16T19:56,2016-09-16T19:59,Student Annual Membership
058fa723a72c,86452697165e,44.04433216,-121.3236453,44.04440618,-121.3234504,2016-10-05T15:04,2016-10-05T16:26,Student Annual Membership
058fa723a72c,912618ab90fa,44.04429758,-121.3237508,44.04428459,-121.3238096,2016-10-05T14:54,2016-10-05T15:03,Student Annual Membership
058fa723a72c,e9ad45417c9b,44.04353709,-121.3245948,44.04418063,-121.3244395,2016-11-08T17:41,2016-11-08T18:47,Student Annual Membership
058fa723a72c,327d5b606a60,44.04341077,-121.333785,44.04353185,-121.3341076,2016-09-16T21:47,2016-09-16T21:48,Student Annual Membership
058fa723a72c,bb991df718b4,44.04436757,-121.3236658,44.04441623,-121.3236588,2016-09-19T18:12,2016-09-19T18:50,Student Annual Membership
058fa723a72c,d181766a8494,44.04332235,-121.3337971,44.04304704,-121.3330373,2016-09-16T21:46,2016-09-16T21:46,Student Annual Membership
058fa723a72c,a92d9b2de78e,44.04345319,-121.3338963,44.04310128,-121.3334748,2016-09-16T19:59,2016-09-16T21:42,Student Annual Membership
058fa723a72c,88ba0eec5eb1,44.04305643,-121.3334624,44.04333102,-121.3340333,2016-09-30T21:32,2016-09-30T22:40,Student Annual Membership
55bc936b01a0,,,,,,,,Hourly Membership
cc945e044b16,,,,,,,,Hourly Membership
e3fc9349d643,,,,,,,,Hourly Membership
50f60a2f1cad,1de8c5350e28,44.0437071,-121.3157648,44.0437045,-121.3159353,2018-04-04T23:06,2018-04-05T00:33,Hourly Membership
50f60a2f1cad,c93bef5447e8,44.0435869,-121.3154754,44.0436337,-121.3158874,2018-04-01T22:47,2018-04-01T23:23,Hourly Membership
678f1384a73e,,,,,,,,Student Annual Membership
47c8873c8bb8,37f830e4bc32,44.04433517,-121.3236372,44.04375636,-121.3157957,2017-07-21T20:40,2017-07-21T20:49,Annual Membership
47c8873c8bb8,6c141031ae52,44.04279227,-121.3334068,44.04279227,-121.3334068,2017-06-23T19:14,2017-06-23T19:16,Annual Membership
47c8873c8bb8,78ae520b02aa,44.05762833,-121.3140477,44.0428965,-121.3335151,2017-06-23T23:22,2017-06-23T23:37,Annual Membership
47c8873c8bb8,0e10c73b8d2e,44.04374233,-121.3158093,44.04376566,-121.3160024,2018-03-10T20:25,2018-03-10T20:41,Annual Membership
47c8873c8bb8,ba9e63dad830,44.05054541,-121.3079712,44.0575272,-121.313797,2017-06-23T20:45,2017-06-23T21:02,Annual Membership
47c8873c8bb8,a15aa2b395a1,44.04287274,-121.3333479,44.05070148,-121.3084571,2017-06-23T19:17,2017-06-23T19:40,Annual Membership
5cdde7418cc0,f0130d3b0876,44.04375374,-121.3159513,44.04381202,-121.3159305,2017-07-17T15:00,2017-07-17T15:46,Hourly Membership
bdacd34e3323,904f46daf2b1,44.04301755,-121.3335712,44.04282319,-121.3336839,2017-05-20T15:44,2017-05-21T00:55,Student Annual Membership
e249862459ba,e7c45e392fa3,44.05754342,-121.3138815,44.05756358,-121.3139597,2017-08-12T19:10,2017-08-12T19:15,Hourly Membership
e249862459ba,6849f21dc726,44.05754738,-121.3138395,44.04899174,-121.3255882,2017-07-02T00:10,2017-07-02T01:50,Hourly Membership
e249862459ba,d45b5680a721,44.04898403,-121.3256495,44.05756144,-121.313937,2017-08-12T18:49,2017-08-12T19:09,Hourly Membership
e249862459ba,0422ab2cb1d4,44.04894396,-121.3256251,44.04906948,-121.3255524,2017-09-11T13:59,2017-09-11T15:29,Hourly Membership
5948a1e787aa,b44a728bfe48,44.05290222,-121.3213959,,,2017-08-15T00:40,2017-08-18T18:26,Hourly Membership
8c5a9f3b7bb8,0be952fff405,44.0489728,-121.3256571,44.05885682,-121.3163437,2018-03-10T17:02,2018-03-10T17:52,Hourly Membership
ada072b0acd8,,,,,,,,Monthly Membership
1dd0639a6c78,af8df6eb71a5,44.04289483,-121.3335306,44.05764237,-121.3139449,2017-12-29T16:46,2017-12-29T18:15,Hourly Membership
1dd0639a6c78,a049b70fa52a,44.04292224,-121.3336083,,,2017-12-31T16:00,2017-12-31T18:56,Hourly Membership
be0807642911,3ba4d5b1727c,44.04294855,-121.3336031,,,2017-08-01T00:29,2017-08-02T18:01,Student Annual Membership
be0807642911,d0b39683bec9,44.04298506,-121.3336888,44.0429996,-121.3336393,2017-07-31T23:45,2017-08-01T00:25,Student Annual Membership
be0807642911,7.71E+11,44.04270841,-121.3331033,44.04270405,-121.331928,2017-08-02T23:23,2017-08-03T00:52,Student Annual Membership
be0807642911,9dab99bf1913,44.0427204,-121.3319173,44.04265774,-121.3319496,2017-08-03T00:55,2017-08-03T00:57,Student Annual Membership
2db1034d020e,eceb0662cfec,44.05751635,-121.3137218,44.05756508,-121.313993,2017-07-14T02:30,2017-07-14T02:31,Hourly Membership
2db1034d020e,3a5dd0e7e12b,44.05734102,-121.3139435,44.05767424,-121.3141046,2017-07-14T01:45,2017-07-14T02:26,Hourly Membership
b0e044fc3f47,1334d1d9bd07,44.0429835,-121.3336379,,,2017-09-24T16:47,2017-09-24T18:24,Student Annual Membership
b0e044fc3f47,c5d1b1074154,44.0430722,-121.3335432,44.0429473,-121.3337284,2017-09-23T18:20,2017-09-23T20:12,Student Annual Membership
b0e044fc3f47,3800d6eb4c32,,,,,2017-09-24T18:28,2017-09-24T18:48,Student Annual Membership
b0e044fc3f47,930c618b8696,,,,,2017-09-24T18:25,2017-09-24T18:28,Student Annual Membership
667136d39bee,ecfab9128297,44.04294935,-121.3335844,44.0430291,-121.3336,2017-08-01T23:31,2017-08-02T00:15,Student Annual Membership
789a27811ffe,a95962b479db,44.05751496,-121.3138573,44.05752699,-121.3138633,2017-08-12T19:12,2017-08-12T19:13,Hourly Membership
789a27811ffe,aa5f438996f5,44.04899459,-121.3255679,44.05759212,-121.313937,2017-08-12T18:46,2017-08-12T19:09,Hourly Membership
ffac30fa14cd,9080640e9045,44.0444047,-121.3233201,44.0430194,-121.3336998,2017-04-06T15:08,2017-04-06T15:15,Student Annual Membership
ffac30fa14cd,40a704e01dfc,44.0442698,-121.3235816,44.0430198,-121.3338516,2018-04-03T15:04,2018-04-03T15:10,Student Annual Membership
ffac30fa14cd,1f6e3195d989,44.0429247,-121.3335963,44.0443277,-121.3233406,2018-04-03T12:35,2018-04-03T12:53,Student Annual Membership
ffac30fa14cd,a874df66a011,44.0431343,-121.3338398,44.04429555,-121.3237104,2017-04-06T12:39,2017-04-06T12:46,Student Annual Membership
3d9b676f1cc3,,,,,,,,Student Annual Membership
b3028f5b1bf1,ac9400c26c8c,44.05754564,-121.3138012,44.05764807,-121.3139378,2017-07-21T16:00,2017-07-21T21:54,Annual Membership
a985d58c2cd3,30d762edfe35,44.04373138,-121.3157483,44.04363222,-121.3157131,2017-07-21T20:02,2017-07-21T20:17,Hourly Membership
091e0cf14d95,d76b7e8a88cd,44.0430293,-121.333511,44.0442537,-121.3239779,2017-11-02T13:45,2017-11-02T13:52,Student Annual Membership
5586a6ad93b9,ca4191062038,44.043805,-121.3157181,44.0437018,-121.3158053,2017-08-06T22:37,2017-08-06T23:17,Hourly Membership
df29c43698c0,fd1d766638ba,44.057485,-121.3137465,44.02894181,-121.325073,2017-07-14T01:45,2017-07-14T10:57,Hourly Membership
c6e65161ee02,6c5ca057870c,44.0576067,-121.3139194,44.0575027,-121.3140802,2017-12-30T17:42,2017-12-30T18:32,Hourly Membership
6c124ecd6d8f,49dd7b06e137,44.04287626,-121.3337121,44.04308036,-121.333609,2018-02-14T00:52,2018-02-14T01:14,Student Annual Membership
6c124ecd6d8f,e5a3736e34a9,44.04384718,-121.3159704,44.04430848,-121.3236388,2017-10-27T15:52,2017-10-27T16:01,Student Annual Membership
6c124ecd6d8f,c23b51ce70f2,44.0429535,-121.3336195,44.04298732,-121.3335637,2017-10-31T00:07,2017-10-31T00:23,Student Annual Membership
6c124ecd6d8f,ac62cc77f22e,44.04299742,-121.3335967,44.04296758,-121.3333579,2018-02-07T00:08,2018-02-07T00:17,Student Annual Membership
6c124ecd6d8f,dc0a9b90cecb,44.044887,-121.3154902,44.04300543,-121.3334174,2017-10-30T20:23,2017-10-30T22:52,Student Annual Membership
6c124ecd6d8f,bf666e2a57bc,44.04292698,-121.3334945,44.04370443,-121.3157348,2017-10-30T19:21,2017-10-30T19:32,Student Annual Membership
e85275aa3137,aa7fc252f3ec,44.04374844,-121.3158302,44.04374756,-121.315866,2017-07-31T14:09,2017-07-31T15:00,Hourly Membership
cdb0e4594969,,,,,,,,Student Annual Membership
